electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones
4396.19,2089.0695,530.39,94.0381,1998.66,509.6583,267.6,508.44,40713.47,12.214,3213.4199
1614.41,767.1676,715.92,126.9326,188.56,48.0828,173.85,330.315,8172.3,2.4517,1274.9497
4056.74,1927.7628,63.83,11.3171,597.48,152.3574,414.22,787.018,27743.84,8.3232,2886.7785
909.19,432.0471,811.51,143.8807,1888.11,481.4681,276.45,525.255,26973.63,8.0921,1590.743
7882.54,3745.783,131.64,23.3398,1766.36,450.4218,462.18,878.142,16906.86,5.0721,5102.7587
2434.27,1156.7651,1427.9,253.1667,1150.39,293.3495,180.71,343.349,45238.61,13.5716,2060.2019
1584.48,752.9449,330.44,58.587,1053.84,268.7292,406.47,772.293,23695.12,7.1085,1859.6626
558.59,265.442,777.22,137.8011,1277.71,325.8161,189.06,359.214,45229.79,13.5689,1101.8421
386.75,183.7836,1867.55,331.1166,1244.67,317.3909,336.9,640.11,19920.14,5.976,1478.3771
4552.28,2163.2435,1784.81,316.4468,302.75,77.2013,457.93,870.067,10206.87,3.0621,3430.0207
5211.46,2476.4858,620.92,110.0891,1794.38,457.5669,290.63,552.197,24109.94,7.233,3603.5718
1416.63,673.1826,512.26,90.8237,1234.16,314.7108,325.36,618.184,3111.49,0.9334,1697.8345
7696.46,3657.3578,16.89,2.9946,175.72,44.8086,278.17,528.523,45123.06,13.5369,4247.2209
1251.45,594.689,1268.75,224.9494,1350.91,344.4821,388.57,738.283,10990.88,3.2973,1905.7008
1873.26,890.1732,706.54,125.2695,498.06,127.0053,98.61,187.359,23098.83,6.9296,1336.7366
7084.0,3366.3168,221.45,39.2631,477.05,121.6478,231.45,439.755,41084.08,12.3252,3979.3079
7066.84,3358.1624,1777.33,315.1206,309.26,78.8613,154.52,293.588,34017.23,10.2052,4055.9375
3852.71,1830.8078,688.43,122.0586,1436.96,366.4248,466.74,886.806,45574.54,13.6724,3219.7696
8960.74,4258.1436,668.63,118.5481,282.53,72.0451,200.39,380.741,3765.13,1.1295,4830.6073
9926.87,4717.2486,1199.84,212.7316,508.18,129.5859,278.78,529.682,6056.42,1.8169,5591.065
4178.05,1985.4094,1392.63,246.9133,1704.7,434.6985,298.62,567.378,44150.63,13.2452,3247.6444
2131.11,1012.7035,105.99,18.792,1248.73,318.4262,240.02,456.038,40361.69,12.1085,1818.0682
1808.51,859.404,1452.41,257.5123,1882.85,480.1267,407.63,774.497,31818.88,9.5457,2381.0857
8988.9,4271.5253,1626.82,288.4352,1776.98,453.1299,336.28,638.932,29027.34,8.7082,5660.7306
2429.29,1154.3986,741.1,131.397,1811.56,461.9478,430.03,817.057,25509.4,7.6528,2572.4532
5917.04,2811.7774,154.54,27.3999,548.54,139.8777,33.46,63.574,29307.37,8.7922,3051.4212
9601.41,4562.59,887.16,157.2935,512.52,130.6926,151.41,287.679,28136.68,8.441,5146.6961
369.35,175.5151,403.98,71.6257,907.97,231.5324,270.62,514.178,32363.52,9.7091,1002.5603
985.85,468.4759,540.03,95.7473,1945.23,496.0337,107.52,204.288,25807.78,7.7423,1272.2872
328.62,156.1602,911.43,161.5965,1218.29,310.6639,80.15,152.285,3844.53,1.1534,781.859
3868.52,1838.3207,803.26,142.418,1467.59,374.2354,176.0,334.4,25743.35,7.723,2697.0971
6293.5,2990.6712,1180.87,209.3683,376.61,96.0356,480.12,912.228,30663.05,9.1989,4217.502
8268.28,3929.0867,227.61,40.3553,1873.53,477.7502,327.23,621.737,11206.62,3.362,5072.2912
4909.39,2332.9421,1156.41,205.0315,1295.54,330.3627,6.2,11.78,22321.44,6.6964,2886.8127
4668.42,2218.4332,1317.17,233.5342,1910.53,487.1852,284.69,540.911,27977.2,8.3932,3488.4568
5958.83,2831.636,491.49,87.1412,1660.54,423.4377,322.86,613.434,44034.53,13.2104,3968.8593
1462.53,694.9943,1918.5,340.1501,1032.32,263.2416,487.2,925.68,43294.44,12.9883,2237.0543
6673.63,3171.309,1839.46,326.1363,214.91,54.8021,267.89,508.991,42489.13,12.7467,4073.9851
1297.56,616.6005,1655.24,293.4741,1334.54,340.3077,255.89,486.191,1030.27,0.3091,1736.8824
8720.48,4143.9721,1716.8,304.3886,159.36,40.6368,367.5,698.25,10706.1,3.2118,5190.4593
2961.72,1407.4093,1197.62,212.338,175.94,44.8647,80.95,153.805,47097.54,14.1293,1832.5463
7366.41,3500.518,1142.53,202.5706,1159.63,295.7057,442.78,841.282,29331.71,8.7995,4848.8758
2616.35,1243.2895,1972.62,349.7455,466.92,119.0646,141.62,269.078,10087.24,3.0262,1984.2038
4583.09,2177.8844,1511.55,267.9978,1043.79,266.1664,219.18,416.442,34275.72,10.2827,3138.7733
1214.22,576.9973,1994.39,353.6053,1126.69,287.3059,249.13,473.347,17518.68,5.2556,1696.5111
2665.42,1266.6076,957.85,169.8268,30.07,7.6679,492.32,935.408,39033.97,11.7102,2391.2205
643.24,305.6676,1925.41,341.3752,642.52,163.8426,363.87,691.353,9095.83,2.7287,1504.9671
6626.42,3148.8748,130.85,23.1997,307.33,78.3691,9.41,17.879,30866.01,9.2598,3277.5824
6971.31,3312.7665,245.16,43.4669,971.37,247.6994,53.56,101.764,35981.55,10.7945,3716.4913
1920.03,912.3983,53.33,9.4554,964.2,245.871,447.01,849.319,1438.84,0.4317,2017.4754
1640.23,779.4373,1576.21,279.462,166.11,42.3581,423.86,805.334,44249.93,13.275,1919.8664
5823.41,2767.2844,1076.55,190.8723,1514.96,386.3148,351.13,667.147,12564.11,3.7692,4015.3877
416.79,198.0586,124.23,22.026,829.94,211.6347,37.19,70.661,7230.22,2.1691,504.5494
6700.74,3184.1916,158.9,28.173,921.1,234.8805,481.09,914.071,19218.09,5.7654,4367.0815
9092.78,4320.8891,175.27,31.0754,274.74,70.0587,368.38,699.922,2419.49,0.7258,5122.671
3213.79,1527.193,1738.34,308.2077,648.6,165.393,271.52,515.888,28956.54,8.687,2525.3687
1546.75,735.0156,235.95,41.8339,1823.15,464.9033,189.79,360.601,36644.51,10.9934,1613.3472
9049.86,4300.4935,750.52,133.0672,1304.91,332.7521,229.52,436.088,43329.52,12.9989,5215.3997
1509.98,717.5425,1615.07,286.3519,1002.67,255.6808,397.81,755.839,12604.53,3.7814,2019.1956
8050.12,3825.417,1753.12,310.8282,540.9,137.9295,100.46,190.874,16279.38,4.8838,4469.9325
8030.12,3815.913,577.1,102.3198,1778.49,453.5149,32.13,61.047,23709.7,7.1129,4439.9076
9794.2,4654.2038,608.99,107.9739,953.44,243.1272,96.44,183.236,26660.94,7.9983,5196.5392
4727.82,2246.6601,1108.84,196.5973,262.2,66.861,236.76,449.844,24821.51,7.4465,2967.4089
129.07,61.3341,285.25,50.5748,133.1,33.9405,471.31,895.489,22962.07,6.8886,1048.227
4306.56,2046.4773,1890.69,335.2193,1332.79,339.8614,388.88,738.872,5051.74,1.5155,3461.9455
385.98,183.4177,1219.45,216.2085,498.74,127.1787,452.17,859.123,5334.89,1.6005,1387.5284
4833.69,2296.9695,1250.71,221.7509,1279.69,326.321,387.39,736.041,9732.5,2.9197,3584.0021
7820.59,3716.3444,1596.49,283.0577,277.69,70.811,211.4,401.66,42156.97,12.6471,4484.5202
7238.03,3439.5119,756.05,134.0477,1277.81,325.8415,398.11,756.409,34506.8,10.352,4666.1621
5361.21,2547.647,981.38,173.9987,221.73,56.5412,492.48,935.712,40817.04,12.2451,3726.144
1899.97,902.8657,489.59,86.8043,1910.56,487.1928,403.53,766.707,27795.37,8.3386,2251.9084
2460.31,1169.1393,1261.41,223.648,1616.54,412.2177,136.67,259.673,32882.66,9.8648,2074.5428
8731.18,4149.0567,1247.5,221.1818,897.06,228.7503,244.88,465.272,23341.37,7.0024,5071.2632
8213.2,3902.9126,612.47,108.5909,670.8,171.054,361.86,687.534,6160.33,1.8481,4871.9396
7067.02,3358.2479,1151.08,204.0865,56.18,14.3259,396.68,753.692,42250.31,12.6751,4343.0274
2327.56,1106.0565,87.95,15.5935,949.24,242.0562,188.21,357.599,21946.62,6.584,1727.8892
2262.61,1075.1923,1045.31,185.3335,1799.54,458.8827,89.05,169.195,14876.27,4.4629,1893.0664
6057.0,2878.2864,1805.89,320.1843,1060.32,270.3816,477.39,907.041,13187.46,3.9562,4379.8495
7287.13,3462.8442,514.5,91.2209,686.45,175.0448,142.64,271.016,13558.2,4.0675,4004.1934
1552.9,737.9381,590.63,104.7187,78.07,19.9078,69.96,132.924,28428.94,8.5287,1004.0173
6091.33,2894.6,1200.77,212.8965,1743.39,444.5645,359.8,683.62,18563.02,5.5689,4241.2499
5411.79,2571.6826,378.8,67.1612,1341.41,342.0596,352.64,670.016,40772.33,12.2317,3663.1511
4669.52,2218.9559,1303.94,231.1886,1468.52,374.4726,80.64,153.216,9416.47,2.8249,2980.658
3287.4,1562.1725,1537.46,272.5917,1996.47,509.0999,389.32,739.708,47631.19,14.2894,3097.8615
5657.47,2688.4297,562.15,99.6692,133.09,33.938,47.67,90.573,25073.78,7.5221,2920.132
4517.42,2146.678,1332.8,236.3054,1329.24,338.9562,254.31,483.189,40332.59,12.0998,3217.2284
7889.56,3749.1189,596.09,105.6868,764.03,194.8277,448.27,851.713,22753.1,6.8259,4908.1723
5701.4,2709.3053,297.83,52.8053,285.84,72.8892,414.74,788.006,24481.04,7.3443,3630.3501
861.3,409.2898,413.31,73.2799,449.81,114.7015,371.54,705.926,1822.08,0.5466,1303.7438
8610.1,4091.5195,1353.55,239.9844,625.88,159.5994,159.86,303.734,33064.58,9.9194,4804.7567
627.14,298.0169,1100.24,195.0726,1654.55,421.9103,293.72,558.068,20705.77,6.2117,1479.2795
6178.96,2936.2418,837.49,148.487,278.56,71.0328,258.29,490.751,43339.88,13.002,3659.5146
9066.15,4308.2345,262.81,46.5962,1984.09,505.9429,171.42,325.698,19661.32,5.8984,5192.37
5840.63,2775.4674,917.77,162.7206,489.16,124.7358,241.84,459.496,13691.64,4.1075,3526.5273
8881.0,4220.2512,1729.0,306.5517,1852.55,472.4002,224.13,425.847,2175.45,0.6526,5425.7027
1903.76,904.6668,921.7,163.4174,1422.6,362.763,294.08,558.752,28314.61,8.4944,1998.0936
8007.34,3805.088,164.66,29.1942,666.6,169.983,179.22,340.518,26494.56,7.9484,4352.7316
7329.49,3482.9736,1160.31,205.723,1400.07,357.0179,188.04,357.276,36399.82,10.9199,4413.9104
4558.69,2166.2895,165.52,29.3467,756.83,192.9917,387.96,737.124,39014.73,11.7044,3137.4563
9291.89,4415.5061,195.2,34.609,731.19,186.4535,239.54,455.126,13078.8,3.9236,5095.6182
3248.28,1543.5827,1178.86,209.0119,1278.0,325.89,404.6,768.74,7177.92,2.1534,2849.378
8318.79,3953.089,1695.1,300.5412,1692.37,431.5543,396.63,753.597,22486.63,6.746,5445.5275
319.78,151.9595,1567.46,277.9107,348.01,88.7425,103.07,195.833,16734.66,5.0204,719.4661
8591.37,4082.619,134.97,23.9302,401.61,102.4106,175.47,333.393,45591.89,13.6776,4556.0304
6361.72,3023.0893,1005.63,178.2982,504.75,128.7113,148.09,281.371,42470.85,12.7413,3624.2111
7874.95,3742.1762,113.06,20.0455,39.15,9.9832,359.39,682.841,25646.33,7.6939,4462.7398
6411.05,3046.531,1046.86,185.6083,1084.3,276.4965,414.18,786.942,5609.98,1.683,4297.2608
4538.26,2156.5812,599.21,106.2399,280.65,71.5657,268.77,510.663,16656.28,4.9969,2850.0467
1159.46,550.9754,629.16,111.5501,1855.62,473.1831,402.67,765.073,14069.12,4.2207,1905.0023
1884.07,895.3101,1060.81,188.0816,80.45,20.5147,21.0,39.9,6054.21,1.8163,1145.6227
3943.9,1874.1413,221.42,39.2578,613.07,156.3329,254.88,484.272,19894.23,5.9683,2559.9723
9679.62,4599.7554,1931.47,342.4496,458.84,117.0042,6.83,12.977,8337.2,2.5012,5074.6874
4622.57,2196.6453,1393.46,247.0605,78.7,20.0685,143.53,272.707,13156.69,3.947,2740.4283
7991.26,3797.4468,304.79,54.0393,1251.97,319.2524,171.57,325.983,47087.09,14.1261,4510.8476
7291.77,3465.0491,721.44,127.9113,158.68,40.4634,19.94,37.886,38078.03,11.4234,3682.7332
9212.72,4377.8845,1843.86,326.9164,769.3,196.1715,135.79,258.001,26056.67,7.817,5166.7904
4333.79,2059.417,1049.77,186.1242,1082.57,276.0553,184.0,349.6,12323.68,3.6971,2874.8936
3870.24,1839.138,1504.09,266.6752,904.2,230.571,86.88,165.072,18326.89,5.4981,2506.9543
5453.07,2591.2989,106.42,18.8683,1406.57,358.6753,386.52,734.388,43130.66,12.9392,3716.1697
5270.69,2504.6319,182.33,32.3271,602.72,153.6936,17.74,33.706,46156.66,13.847,2738.2056
2464.96,1171.349,1703.31,301.9969,1448.79,369.4414,25.29,48.051,12834.87,3.8505,1894.6888
8731.95,4149.4226,1890.83,335.2442,1997.7,509.4135,411.68,782.192,12195.02,3.6585,5779.9308
7557.77,3591.4523,1918.6,340.1678,1594.41,406.5746,481.57,914.983,34768.58,10.4306,5263.6083
6868.12,3263.7306,128.18,22.7263,84.18,21.4659,204.01,387.619,46708.6,14.0126,3709.5544
5766.05,2740.027,1402.91,248.7359,381.63,97.3157,25.86,49.134,41115.09,12.3345,3147.5471
6011.93,2856.8691,1717.46,304.5057,166.22,42.3861,339.98,645.962,47853.62,14.3561,3864.079
3645.46,1732.3226,445.09,78.9145,231.88,59.1294,144.79,275.101,21610.6,6.4832,2151.9507
2545.39,1209.5693,1607.89,285.0789,1766.31,450.409,283.62,538.878,37720.46,11.3161,2495.2513
405.48,192.6841,15.3,2.7127,1565.41,399.1796,357.09,678.471,45113.97,13.5342,1286.5816
363.86,172.9063,1012.25,179.4719,1558.32,397.3716,125.42,238.298,29751.39,8.9254,996.9732
8301.36,3944.8063,1745.77,309.525,31.7,8.0835,370.67,704.273,2068.42,0.6205,4967.3083
8699.28,4133.8979,929.62,164.8216,1980.25,504.9638,312.97,594.643,4969.24,1.4908,5399.8171
3075.81,1461.6249,455.01,80.6733,554.21,141.3236,357.69,679.611,10553.84,3.1662,2366.399
8980.92,4267.7332,1188.1,210.6501,1662.49,423.935,462.41,878.579,34521.62,10.3565,5791.2538
1443.57,685.9845,1976.78,350.4831,1021.62,260.5131,284.04,539.676,24104.26,7.2313,1843.888
582.45,276.7802,1002.61,177.7628,168.49,42.965,403.54,766.726,33265.51,9.9797,1274.2137
4940.02,2347.4975,1882.69,333.8009,1513.36,385.9068,74.66,141.854,25643.88,7.6932,3216.7524
3610.42,1715.6716,1551.25,275.0366,27.65,7.0507,234.16,444.904,12342.76,3.7028,2446.3657
4084.71,1941.0542,462.21,81.9498,1600.17,408.0434,280.37,532.703,12629.59,3.7889,2967.5393
7527.56,3577.0965,1837.07,325.7125,1492.37,380.5543,280.77,533.463,35589.66,10.6769,4827.5032
7086.22,3367.3717,95.72,16.9712,645.04,164.4852,276.71,525.749,7365.21,2.2096,4076.7867
4681.73,2224.7581,468.15,83.003,726.42,185.2371,26.11,49.609,10442.14,3.1326,2545.7398
1076.59,511.5956,250.79,44.4651,146.53,37.3651,300.78,571.482,4754.84,1.4265,1166.3343
3880.99,1844.2464,1511.02,267.9038,546.57,139.3754,368.3,699.77,39254.02,11.7762,2963.0718
928.69,441.3135,995.73,176.5429,1888.4,481.542,328.66,624.454,22283.43,6.685,1730.5374
7137.82,3391.8921,1544.38,273.8186,922.15,235.1482,173.0,328.7,20564.96,6.1695,4235.7284
8105.56,3851.7621,759.01,134.5725,1787.53,455.8202,221.27,420.413,25061.89,7.5186,4870.0864
9104.34,4326.3824,1835.72,325.4732,1750.58,446.3979,488.51,928.169,25817.24,7.7452,6034.1677
856.13,406.833,897.54,159.1338,436.07,111.1979,130.51,247.969,22169.55,6.6509,931.7846
9847.83,4679.6888,949.18,168.2896,1080.33,275.4841,465.72,884.868,24137.38,7.2412,6015.5717
9155.5,4350.6936,1394.29,247.2076,1978.8,504.594,174.46,331.474,11961.98,3.5886,5437.5578
3580.32,1701.3681,1702.33,301.8231,569.33,145.1792,37.95,72.105,26709.92,8.013,2228.4884
9575.95,4550.4914,1601.19,283.891,453.55,115.6553,338.64,643.416,14579.58,4.3739,5597.8276
3680.09,1748.7788,1811.17,321.1204,1017.15,259.3732,416.11,790.609,22341.48,6.7024,3126.5838
1028.38,488.6862,1892.91,335.6129,887.26,226.2513,247.71,470.649,18205.29,5.4616,1526.661
2667.79,1267.7338,1119.85,198.5494,660.19,168.3485,218.67,415.473,19735.94,5.9208,2056.0255
1196.47,568.5625,1955.9,346.7811,1494.8,381.174,134.38,255.322,33865.72,10.1597,1561.9993
5047.72,2398.6765,266.77,47.2983,768.23,195.8987,113.96,216.524,1311.09,0.3933,2858.7908
4880.82,2319.3657,1375.6,243.8939,1822.9,464.8395,282.32,536.408,10216.61,3.065,3567.5721
4530.74,2153.0076,194.79,34.5363,1665.11,424.603,447.2,849.68,23580.07,7.074,3468.9009
9702.27,4610.5187,434.06,76.9588,1704.48,434.6424,433.68,823.992,38745.22,11.6236,5957.7355
1882.11,894.3787,390.73,69.2764,1496.48,381.6024,464.24,882.056,12013.96,3.6042,2230.9177
519.37,246.8046,444.24,78.7638,1643.99,419.2174,385.39,732.241,46028.09,13.8084,1490.8352
7850.99,3730.7904,1420.59,251.8706,562.57,143.4554,30.87,58.653,39418.68,11.8256,4196.595
2539.98,1206.9985,332.65,58.9788,1189.74,303.3837,417.64,793.516,16341.04,4.9023,2367.7793
940.64,446.9921,719.9,127.6383,50.15,12.7882,264.8,503.12,20077.59,6.0233,1096.5619
2361.27,1122.0755,559.57,99.2118,1460.68,372.4734,189.68,360.392,9452.39,2.8357,1956.9884
353.32,167.8977,1182.08,209.5828,1630.2,415.701,157.55,299.345,24494.78,7.3484,1099.8749
5022.93,2386.8963,791.91,140.4056,1381.35,352.2442,24.29,46.151,37533.84,11.2602,2936.9573
907.38,431.187,663.17,117.58,628.87,160.3619,180.81,343.539,29094.53,8.7284,1061.3963
2032.91,966.0388,1210.61,214.6412,791.59,201.8555,165.16,313.804,13975.9,4.1928,1700.5323
8424.65,4003.3937,1779.08,315.4309,514.54,131.2077,169.86,322.734,40654.6,12.1964,4784.9627
2634.1,1251.7243,187.71,33.281,1579.08,402.6654,385.06,731.614,32253.01,9.6759,2428.9606
5614.74,2668.1244,1377.85,244.2928,148.82,37.9491,168.85,320.815,34832.64,10.4498,3281.6311
1562.19,742.3527,598.73,106.1548,97.63,24.8956,437.73,831.687,36402.62,10.9208,1716.0109
1361.51,646.9896,692.84,122.8405,1214.59,309.7204,173.68,329.992,26726.5,8.0179,1417.5604
8356.57,3971.0421,1467.29,260.1505,508.32,129.6216,164.88,313.272,41228.07,12.3684,4686.4546
2060.07,978.9453,107.38,19.0385,1720.45,438.7148,238.28,452.732,1195.99,0.3588,1889.7894
5073.89,2411.1125,1289.25,228.584,695.79,177.4264,99.43,188.917,40859.9,12.258,3018.2979
8040.8,3820.9882,1358.52,240.8656,837.92,213.6696,220.96,419.824,19135.04,5.7405,4701.0879
7182.81,3413.2713,669.02,118.6172,668.26,170.4063,196.41,373.179,11674.07,3.5022,4078.976
8868.49,4214.3064,834.81,148.0118,556.51,141.9101,319.38,606.822,30256.7,9.077,5120.1273
7793.88,3703.6518,1254.31,222.3892,567.3,144.6615,287.98,547.162,36127.36,10.8382,4628.7027
8015.24,3808.842,1191.91,211.3256,22.63,5.7706,22.21,42.199,26091.26,7.8274,4075.9646
4454.13,2116.6026,773.82,137.1983,1660.51,423.43,126.85,241.015,44453.23,13.336,2931.5819
3682.78,1750.0571,183.76,32.5806,1637.53,417.5702,315.86,600.134,7244.51,2.1734,2802.5153
5000.93,2376.4419,1487.14,263.6699,1556.55,396.9203,5.38,10.222,45722.53,13.7168,3060.9709
6232.22,2961.5509,1512.54,268.1733,1401.8,357.459,286.1,543.59,33534.11,10.0602,4140.8334
8788.42,4176.2572,508.83,90.2156,1753.08,447.0354,367.52,698.288,26670.96,8.0013,5419.7975
3019.65,1434.9377,345.63,61.2802,628.6,160.293,426.82,810.958,13569.6,4.0709,2471.5398
5481.77,2604.9371,1516.96,268.957,331.65,84.5707,456.27,866.913,5497.07,1.6491,3827.0269
5993.1,2847.9211,64.23,11.388,1079.71,275.3261,126.11,239.609,36597.37,10.9792,3385.2234
4369.26,2076.2724,970.05,171.9899,1703.55,434.4053,97.39,185.041,5559.89,1.668,2869.3766
6289.42,2988.7324,1749.09,310.1137,1509.92,385.0296,248.32,471.808,27731.87,8.3196,4164.0033
4314.07,2050.0461,102.59,18.1892,1666.89,425.057,66.19,125.761,5392.71,1.6178,2620.6711
2064.01,980.8176,384.8,68.225,217.01,55.3376,202.75,385.225,10017.12,3.0051,1492.6103
3437.2,1633.3574,680.05,120.5729,368.82,94.0491,255.91,486.229,45258.44,13.5775,2347.7859
9958.33,4732.1984,1541.57,273.3204,1571.7,400.7835,388.45,738.055,2072.23,0.6217,6144.979
4048.01,1923.6144,275.68,48.8781,507.75,129.4762,81.23,154.337,6724.73,2.0174,2258.3231
5539.99,2632.6032,700.6,124.2164,1527.54,389.5227,327.45,622.155,23626.23,7.0879,3775.5852
6827.04,3244.2094,546.28,96.8554,1386.52,353.5626,265.85,505.115,3769.07,1.1307,4200.8731
3940.55,1872.5494,1678.87,297.6637,133.36,34.0068,292.16,555.104,21690.06,6.507,2765.8309
1922.29,913.4722,630.06,111.7096,1410.79,359.7514,406.82,772.958,21741.63,6.5225,2164.4137
6054.23,2876.9701,1949.02,345.5612,90.79,23.1515,59.28,112.632,28057.9,8.4174,3366.7322
9154.3,4350.1234,1098.49,194.7623,288.49,73.565,293.38,557.422,5044.88,1.5135,5177.3862
1183.56,562.4277,1999.02,354.4262,1995.19,508.7735,442.51,840.769,48999.23,14.6998,2281.0962
2684.95,1275.8882,1031.47,182.8796,1093.33,278.7991,397.17,754.623,43214.71,12.9644,2505.1543
5157.02,2450.6159,1258.91,223.2047,547.03,139.4926,401.46,762.774,4659.32,1.3978,3577.485
3494.87,1660.7622,1996.95,354.0592,706.32,180.1116,195.34,371.146,43525.88,13.0578,2579.1368
1783.65,847.5905,412.43,73.1238,816.23,208.1387,468.23,889.637,11116.28,3.3349,2021.8249
7174.98,3409.5505,1811.87,321.2446,1006.83,256.7416,97.45,185.155,29603.15,8.8809,4181.5726
1497.66,711.688,1578.5,279.8681,1631.3,415.9815,362.78,689.282,22127.17,6.6382,2103.4578
4621.13,2195.961,1163.99,206.3754,170.84,43.5642,255.22,484.918,11210.1,3.363,2934.1816
9594.2,4559.1638,1985.64,352.054,295.43,75.3346,396.84,753.996,7078.54,2.1236,5742.672
2233.28,1061.2547,1238.19,219.5311,783.98,199.9149,287.82,546.858,48282.33,14.4847,2042.0434
3113.44,1479.5067,980.23,173.7948,111.6,28.458,254.03,482.657,22841.58,6.8525,2171.269
4204.0,1997.7408,14.04,2.4893,857.96,218.7798,177.29,336.851,9711.46,2.9134,2558.7743
4661.49,2215.14,372.77,66.0921,317.83,81.0466,157.15,298.585,39336.15,11.8008,2672.6645
7210.07,3426.2253,374.76,66.4449,1113.69,283.9909,86.94,165.186,28799.7,8.6399,3950.487
9445.88,4488.6822,1683.8,298.5377,46.25,11.7938,325.22,617.918,8465.38,2.5396,5419.4713
140.94,66.9747,759.32,134.6274,786.33,200.5142,314.52,597.588,44811.42,13.4434,1013.1477
672.18,319.4199,1299.57,230.4138,660.24,168.3612,306.4,582.16,45182.61,13.5548,1313.9097
3817.04,1813.8574,955.19,169.3552,1007.56,256.9278,132.92,252.548,40896.53,12.269,2504.9574
1156.33,549.488,1941.45,344.2191,914.24,233.1312,211.84,402.496,29333.33,8.8,1538.1343
5983.56,2843.3877,252.72,44.8073,101.8,25.959,70.61,134.159,39379.82,11.8139,3060.1269
5043.51,2396.676,1814.08,321.6364,1059.96,270.2898,495.39,941.241,27643.76,8.2931,3938.1363
8885.99,4222.6224,1496.35,265.3029,232.28,59.2314,300.53,571.007,14398.54,4.3196,5122.4833
1458.95,693.293,776.37,137.6504,1369.62,349.2531,294.0,558.6,28680.42,8.6041,1747.4006
6564.25,3119.3316,1754.42,311.0587,564.83,144.0317,198.17,376.523,9110.94,2.7333,3953.6783
1512.17,718.5832,1652.98,293.0734,647.24,165.0462,489.25,929.575,48694.65,14.6084,2120.8862
6164.04,2929.1518,1565.79,277.6146,1844.65,470.3858,490.32,931.608,25477.27,7.6432,4616.4034
2073.85,985.4935,1280.74,227.0752,1831.46,467.0223,400.13,760.247,5833.2,1.75,2441.588
6370.73,3027.3709,1467.59,260.2037,1992.21,508.0136,266.12,505.628,20668.74,6.2006,4307.4168
3483.27,1655.2499,1158.94,205.4801,1683.56,429.3078,270.2,513.38,12208.78,3.6626,2807.0804
8400.98,3992.1457,598.97,106.1974,1309.58,333.9429,221.32,420.508,30300.94,9.0903,4861.8843
1855.66,881.8096,995.9,176.5731,1260.02,321.3051,167.52,318.288,25016.57,7.505,1705.4808
1527.74,725.982,1999.18,354.4546,1443.17,368.0084,91.93,174.667,30860.99,9.2583,1632.3703
4263.61,2026.0675,672.06,119.1562,1024.44,261.2322,24.37,46.303,3995.63,1.1987,2453.9576
5063.45,2406.1514,352.42,62.4841,716.62,182.7381,432.18,821.142,14585.78,4.3757,3476.8913
2691.08,1278.8012,194.33,34.4547,998.79,254.6915,85.91,163.229,36705.71,11.0117,1742.1881
6316.6,3001.6483,1407.81,249.6047,1332.33,339.7441,103.19,196.061,33158.11,9.9474,3797.0055
8640.82,4106.1177,543.9,96.4335,1325.69,338.051,237.74,451.706,46008.46,13.8025,5006.1107
8335.07,3960.8253,550.49,97.6019,1433.21,365.4685,312.19,593.161,5519.25,1.6558,5018.7125
3624.12,1722.1818,1457.24,258.3687,541.21,138.0086,287.9,547.01,40781.25,12.2344,2677.8035
7862.57,3736.2933,1308.09,231.9244,503.33,128.3492,468.17,889.523,35615.59,10.6847,4996.7746
7937.92,3772.0996,1229.7,218.0258,1633.41,416.5196,375.88,714.172,13972.31,4.1917,5125.0087
551.79,262.2106,1335.13,236.7185,1219.81,311.0515,240.49,456.931,46371.56,13.9115,1280.8231
4629.85,2200.1047,777.27,137.81,642.42,163.8171,177.48,337.212,31981.45,9.5944,2848.5382
2149.47,1021.4281,101.54,18.003,1920.14,489.6357,111.42,211.698,37027.55,11.1083,1751.8731
9074.17,4312.0456,559.29,99.1621,548.88,139.9644,97.16,184.604,15936.32,4.7809,4740.557
3479.34,1653.3824,1141.74,202.4305,98.96,25.2348,285.14,541.766,43657.81,13.0973,2435.911
7222.95,3432.3458,932.81,165.3872,1788.34,456.0267,323.03,613.757,27485.77,8.2457,4675.7624
2086.32,991.4193,1576.39,279.4939,174.06,44.3853,498.51,947.169,22857.85,6.8574,2269.3249
4417.56,2099.2245,947.4,167.974,699.93,178.4821,308.99,587.081,12716.86,3.8151,3036.5767
7547.21,3586.4342,1486.85,263.6185,1050.5,267.8775,162.63,308.997,28963.57,8.6891,4435.6163
2273.97,1080.5905,1955.14,346.6463,1590.31,405.529,103.71,197.049,16462.41,4.9387,2034.7535
8432.97,4007.3473,272.74,48.3568,1958.92,499.5246,117.42,223.098,1776.39,0.5329,4778.8596
905.05,430.0798,1420.25,251.8103,1762.74,449.4987,239.13,454.347,33635.95,10.0908,1595.8266
1557.13,739.9482,1567.34,277.8894,101.51,25.8851,227.37,432.003,6685.33,2.0056,1477.7313
9721.32,4619.5713,1451.4,257.3332,727.43,185.4946,492.96,936.624,3839.24,1.1518,6000.1749
8098.19,3848.2599,419.15,74.3153,1613.78,411.5139,37.33,70.927,29077.19,8.7232,4413.7393
984.84,467.996,1498.61,265.7036,1668.92,425.5746,171.79,326.401,36495.81,10.9487,1496.6239
