electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones,clasificacion
4547.74,2161.086,227.34,40.3074,604.62,154.1781,74.48,141.512,11538.99,3.4617,2500.5452,media
5866.24,2787.6372,1214.76,215.3769,1037.97,264.6823,101.66,193.154,3435.29,1.0306,3461.881,media
4056.74,1927.7628,1602.55,284.1321,1331.23,339.4637,362.23,688.237,30025.86,9.0078,3248.6034,media
909.43,432.1611,1842.79,326.7267,35.18,8.9709,281.42,534.698,31447.38,9.4342,1311.9909,media
8286.99,3937.9776,1809.69,320.858,577.3,147.2115,320.37,608.703,21415.12,6.4245,5021.1746,alta
4288.82,2038.0473,1085.75,192.5035,471.76,120.2988,427.46,812.174,29375.21,8.8126,3171.8362,media
3831.29,1820.629,530.59,94.0736,1259.41,321.1496,232.09,440.971,24687.79,7.4063,2684.2295,media
6317.5,3002.076,158.73,28.1428,559.54,142.6827,163.96,311.524,43237.66,12.9713,3497.3968,media
2511.7,1193.5598,1424.32,252.5319,728.2,185.691,120.37,228.703,12943.71,3.8831,1864.3688,media
6124.84,2910.524,952.69,168.9119,937.88,239.1594,433.05,822.795,38555.14,11.5665,4152.9568,media
8063.63,3831.837,749.89,132.9555,603.45,153.8798,159.12,302.328,47825.56,14.3477,4435.348,media
6466.55,3072.9046,503.08,89.1961,831.4,212.007,267.78,508.782,10400.29,3.1201,3886.0098,media
8580.88,4077.6342,958.49,169.9403,1886.86,481.1493,117.09,222.471,13986.68,4.196,4955.3908,media
7632.81,3627.1113,410.04,72.7001,813.78,207.5139,240.2,456.38,44096.54,13.229,4376.9343,media
1569.55,745.8502,1945.43,344.9247,1719.37,438.4393,317.33,602.927,48222.85,14.4669,2146.6081,media
4776.84,2269.9544,1188.88,210.7884,1905.04,485.7852,240.44,456.836,7156.85,2.1471,3425.5111,media
1409.78,669.9275,628.98,111.5182,239.47,61.0648,405.71,770.849,41936.83,12.581,1625.9405,media
9335.98,4436.4577,527.16,93.4655,1883.46,480.2823,56.82,107.958,7634.67,2.2904,5120.4539,alta
9562.31,4544.0097,621.12,110.1246,1555.26,396.5913,499.67,949.373,23401.28,7.0204,6007.119,alta
7939.73,3772.9597,600.94,106.5467,448.56,114.3828,375.52,713.488,48025.81,14.4077,4721.7849,media
5115.98,2431.1137,1798.16,318.8138,1955.33,498.6091,450.2,855.38,5755.56,1.7267,4105.6433,media
8386.65,3985.3361,1357.37,240.6617,1718.11,438.118,114.01,216.619,11778.45,3.5335,4884.2683,media
4280.01,2033.8608,878.72,155.7971,632.69,161.336,449.75,854.525,34558.99,10.3677,3215.8866,media
7865.1,3737.4955,1719.21,304.8159,1139.14,290.4807,76.84,145.996,38498.68,11.5496,4490.3377,media
2841.33,1350.2,599.5,106.2914,1254.37,319.8644,85.02,161.538,15450.56,4.6352,1942.529,media
7205.23,3423.9253,1639.32,290.6514,358.17,91.3334,293.29,557.251,45835.19,13.7506,4376.9117,media
606.48,288.1993,1504.33,266.7177,44.41,11.3245,279.13,530.347,5257.99,1.5774,1098.1659,media
4472.87,2125.5078,1056.56,187.3281,681.32,173.7366,17.45,33.155,19843.15,5.9529,2525.6804,media
8013.84,3808.1768,107.15,18.9977,1216.23,310.1386,62.9,119.51,5244.68,1.5734,4258.3965,media
3175.57,1509.0309,392.15,69.5282,298.91,76.2221,193.41,367.479,7189.41,2.1568,2024.417,media
7248.07,3444.2829,1961.53,347.7793,1334.97,340.4173,439.0,834.1,43951.99,13.1856,4979.7651,media
4591.15,2181.7145,822.74,145.8718,879.4,224.247,116.64,221.616,45631.51,13.6895,2787.1388,media
7202.95,3422.8418,1181.4,209.4622,1256.85,320.4967,332.79,632.301,31625.31,9.4876,4594.5893,media
6381.41,3032.446,230.61,40.8872,1177.51,300.2651,252.43,479.617,37917.4,11.3752,3864.5905,media
2106.22,1000.8757,269.73,47.8231,1869.18,476.6409,64.11,121.809,40439.9,12.132,1659.2807,media
3845.39,1827.3293,777.95,137.9305,71.49,18.2299,346.63,658.597,33762.53,10.1288,2652.2155,media
5683.74,2700.9132,759.03,134.576,351.01,89.5075,398.26,756.694,13225.0,3.9675,3685.6582,media
6277.16,2982.9064,1449.01,256.9095,135.74,34.6137,334.04,634.676,30722.2,9.2167,3918.3223,media
4712.46,2239.361,739.92,131.1878,1020.52,260.2326,108.59,206.321,36789.73,11.0369,2848.1393,media
7709.24,3663.4308,1110.76,196.9377,946.26,241.2963,85.93,163.267,7511.76,2.2535,4267.1853,media
8754.24,4160.0148,1879.33,333.2052,1267.01,323.0876,437.46,831.174,43144.04,12.9432,5660.4248,alta
1649.91,784.0372,579.44,102.7347,1614.06,411.5853,267.31,507.889,23639.5,7.0918,1813.338,media
4289.98,2038.5985,399.41,70.8154,1564.05,398.8327,68.42,129.998,26755.11,8.0265,2646.2711,media
1995.33,948.1808,132.5,23.4923,201.96,51.4998,68.87,130.853,47327.47,14.1982,1168.2241,media
9426.88,4479.6534,1254.62,222.4441,1498.63,382.1507,386.28,733.932,49896.93,14.9691,5833.1493,alta
1193.83,567.308,767.5,136.0778,705.26,179.8413,167.88,318.972,19796.39,5.9389,1208.138,media
8392.69,3988.2063,1240.59,219.9566,1607.55,409.9253,180.29,342.551,2094.89,0.6285,4961.2677,media
3201.17,1521.196,721.89,127.9911,21.1,5.3805,482.12,916.028,49895.49,14.9686,2585.5642,media
7232.45,3436.8602,1924.7,341.2493,1831.25,466.9688,410.5,779.95,30315.6,9.0947,5034.123,alta
4910.88,2333.6502,1446.93,256.5407,1547.07,394.5028,43.06,81.814,30152.66,9.0458,3075.5535,media
4201.09,1996.358,701.09,124.3033,113.68,28.9884,321.55,610.945,49027.47,14.7082,2775.3029,media
1638.4,778.5677,261.24,46.3179,369.18,94.1409,62.21,118.199,38232.69,11.4698,1048.6953,media
553.06,262.8141,124.28,22.0348,336.13,85.7131,167.68,318.592,8046.23,2.4139,691.5679,baja
9832.89,4672.5893,1660.89,294.4758,804.61,205.1756,397.31,754.889,25457.9,7.6374,5934.7671,alta
5024.88,2387.823,1418.32,251.4681,460.72,117.4836,280.91,533.729,23110.81,6.9332,3297.4369,media
7977.76,3791.0316,42.38,7.514,1593.89,406.442,118.78,225.682,33995.78,10.1987,4440.8683,media
7511.69,3569.5551,1389.41,246.3424,1518.15,387.1283,275.09,522.671,25268.8,7.5806,4733.2774,media
9056.36,4303.5823,599.5,106.2914,990.57,252.5954,293.45,557.555,39105.21,11.7316,5231.7557,alta
3551.43,1687.6395,11.57,2.0514,1454.3,370.8465,236.88,450.072,46301.23,13.8904,2524.4998,media
8306.84,3947.4104,1471.33,260.8668,1828.7,466.3185,132.65,252.035,44568.82,13.3706,4940.0013,media
5861.19,2785.2375,891.89,158.1321,377.46,96.2523,208.76,396.644,49837.58,14.9513,3451.2172,media
9563.93,4544.7795,1835.15,325.3721,193.35,49.3042,258.02,490.238,13172.76,3.9518,5413.6456,alta
4360.05,2071.8958,60.46,10.7196,676.24,172.4412,244.67,464.873,46360.05,13.908,2733.8376,media
1391.73,661.3501,62.21,11.0298,1873.6,477.768,387.89,736.991,26884.36,8.0653,1895.2042,media
3219.06,1529.6973,1892.38,335.519,1010.41,257.6545,444.65,844.835,41355.6,12.4067,2980.1125,media
7204.14,3423.4073,1096.28,194.3704,55.04,14.0352,446.8,848.92,7362.34,2.2087,4482.9416,media
8918.1,4237.8811,399.44,70.8207,716.75,182.7713,63.27,120.213,14919.67,4.4759,4616.162,media
1688.6,802.4227,723.85,128.3386,896.05,228.4928,227.54,432.326,14861.92,4.4586,1596.0387,media
390.6,185.6131,1066.37,189.0674,581.68,148.3284,234.41,445.379,2161.12,0.6483,969.0362,baja
1324.74,629.5164,538.44,95.4654,805.7,205.4535,157.96,300.124,30081.93,9.0246,1239.5839,media
1234.54,586.6534,805.53,142.8205,524.17,133.6633,419.77,797.563,22849.27,6.8548,1667.555,media
6821.91,3241.7716,663.66,117.6669,144.61,36.8756,31.62,60.078,13976.07,4.1928,3460.5849,media
453.63,215.565,929.73,164.8411,936.36,238.7718,265.46,504.374,1085.0,0.3255,1123.8774,media
1352.78,642.8411,194.45,34.476,571.83,145.8167,464.9,883.31,11032.82,3.3098,1709.7536,media
7545.59,3585.6644,1379.94,244.6634,427.62,109.0431,162.84,309.396,4653.68,1.3961,4250.163,media
7576.9,3600.5429,414.41,73.4749,1340.64,341.8632,320.09,608.171,20488.96,6.1467,4630.1987,media
2993.62,1422.5682,888.25,157.4867,1423.86,363.0843,419.65,797.335,24818.0,7.4454,2747.9196,media
9552.81,4539.4953,1825.32,323.6292,161.13,41.0881,126.06,239.514,25972.0,7.7916,5151.5182,alta
6326.45,3006.329,1179.02,209.0402,702.43,179.1196,403.75,767.125,37699.92,11.31,4172.9238,media
4021.19,1910.8695,643.06,114.0145,1066.99,272.0824,8.02,15.238,30144.23,9.0433,2321.2477,media
2019.76,959.79,1732.75,307.2166,453.46,115.6323,14.07,26.733,42688.23,12.8065,1422.1784,media
1337.35,635.5087,862.86,152.9851,420.3,107.1765,206.77,392.863,6885.86,2.0658,1290.5991,media
1429.01,679.0656,361.97,64.1773,969.65,247.2608,119.46,226.974,46967.32,14.0902,1231.5679,media
7905.29,3756.5938,1396.55,247.6083,1366.27,348.3988,373.96,710.524,46259.41,13.8778,5077.0027,alta
7229.73,3435.5677,1497.57,265.5192,281.36,71.7468,469.38,891.822,38422.81,11.5268,4676.1825,media
9172.11,4358.5867,406.35,72.0459,1317.11,335.863,140.66,267.254,40294.22,12.0883,5045.8379,alta
6271.31,2980.1265,1361.86,241.4578,956.31,243.859,431.19,819.261,16087.15,4.8261,4289.5304,media
8276.22,3932.8597,1303.18,231.0538,1781.5,454.2825,205.71,390.849,25024.2,7.5073,5016.5523,alta
6513.35,3095.1439,1486.64,263.5813,731.45,186.5198,6.96,13.224,30904.77,9.2714,3567.7404,media
1525.11,724.7323,552.2,97.9051,1354.41,345.3745,412.3,783.37,49458.88,14.8377,1966.2196,media
2076.64,986.8193,1919.03,340.244,1489.19,379.7434,13.36,25.384,34876.48,10.4629,1742.6536,media
8404.23,3993.6901,152.67,27.0684,1136.87,289.9018,496.83,943.977,37448.14,11.2344,5265.8717,alta
7268.8,3454.1338,284.55,50.4507,842.69,214.886,423.94,805.486,7423.6,2.2271,4527.1836,media
5947.85,2826.4183,1462.47,259.2959,370.46,94.4673,29.93,56.867,25067.11,7.5201,3244.5686,media
5830.21,2770.5158,1704.58,302.222,963.1,245.5905,191.18,363.242,49289.77,14.7869,3696.3572,media
5764.14,2739.1193,1920.84,340.5649,1756.86,447.9993,129.38,245.822,7682.82,2.3048,3775.8103,media
6347.73,3016.4413,932.2,165.2791,887.33,226.2692,156.63,297.597,46306.56,13.892,3719.4786,media
882.81,419.5113,917.98,162.7579,948.43,241.8496,426.0,809.4,25750.18,7.7251,1641.2439,media
2357.64,1120.3505,1356.19,240.4525,1232.48,314.2824,364.32,692.208,41514.36,12.4543,2379.7477,media
3197.09,1519.2572,474.81,84.1838,291.0,74.205,130.58,248.102,38799.96,11.64,1937.388,media
3943.43,1873.9179,889.31,157.6747,984.54,251.0577,374.55,711.645,1980.97,0.5943,2994.8896,media
9124.27,4335.8531,774.26,137.2763,532.29,135.7339,6.0,11.4,32762.12,9.8286,4630.0919,media
3895.07,1850.9373,503.74,89.3131,1470.84,375.0642,442.54,840.826,1273.78,0.3821,3156.5227,media
3141.11,1492.6555,853.3,151.2901,345.01,87.9775,171.88,326.572,45241.92,13.5726,2072.0677,media
9574.87,4549.9782,1987.64,352.4086,625.79,159.5764,52.55,99.845,5474.67,1.6424,5163.4506,alta
8037.99,3819.6528,191.98,34.0381,467.15,119.1232,177.61,337.459,26744.97,8.0235,4318.2966,media
1397.64,664.1585,916.03,162.4121,1338.62,341.3481,166.08,315.552,33893.09,10.1679,1493.6386,media
1742.42,827.998,909.46,161.2473,845.57,215.6204,69.42,131.898,29209.89,8.763,1345.5267,media
8393.46,3988.5722,143.32,25.4106,534.32,136.2516,127.78,242.782,8027.47,2.4082,4395.4246,media
4812.55,2286.9238,114.0,20.2122,1509.47,384.9149,320.22,608.418,9387.66,2.8163,3303.2852,media
7853.49,3731.9784,1561.79,276.9054,871.4,222.207,247.05,469.395,28588.2,8.5765,4709.0623,media
437.63,207.9618,1944.68,344.7918,1454.21,370.8236,24.73,46.987,25641.4,7.6924,978.2566,baja
4147.43,1970.8587,148.29,26.2918,586.23,149.4887,186.4,354.16,25111.39,7.5334,2508.3326,media
4387.78,2085.0731,849.26,150.5738,1655.05,422.0378,35.14,66.766,38014.86,11.4045,2735.8552,media
5772.24,2742.9684,39.49,7.0016,1610.92,410.7846,485.24,921.956,39959.47,11.9878,4094.6984,media
9536.94,4531.9539,832.64,147.6271,1924.47,490.7398,418.87,795.853,17152.79,5.1458,5971.3196,alta
1551.82,737.4249,1658.45,294.0432,898.63,229.1507,267.35,507.965,13890.1,4.167,1772.7508,media
7017.67,3334.7968,689.37,122.2253,1105.85,281.9917,480.09,912.171,25301.22,7.5904,4658.7752,media
9701.71,4610.2526,1959.95,347.4991,41.37,10.5493,319.25,606.575,28264.22,8.4793,5583.3553,alta
2815.48,1337.9161,390.38,69.2144,839.38,214.0419,482.78,917.282,11361.82,3.4085,2541.8629,media
515.28,244.8611,663.69,117.6722,920.11,234.6281,423.37,804.403,31898.68,9.5696,1411.134,media
9094.2,4321.5638,145.45,25.7883,364.86,93.0393,116.62,221.578,6555.29,1.9666,4663.936,media
3381.22,1606.7557,1731.76,307.041,433.79,110.6165,399.5,759.05,36306.19,10.8919,2794.3551,media
7699.24,3658.6788,1895.96,336.1537,434.46,110.7873,176.81,335.939,33305.4,9.9916,4451.5504,media
4673.65,2220.9185,614.81,109.0058,1540.87,392.9219,119.75,227.525,35612.16,10.6836,2961.0548,media
8738.94,4152.7443,1580.06,280.1446,1629.73,415.5812,175.39,333.241,42612.76,12.7838,5194.4949,alta
4253.97,2021.4865,1911.88,338.9763,1307.42,333.3921,494.55,939.645,39966.16,11.9898,3645.4897,media
8651.79,4111.3306,527.36,93.5009,1363.67,347.7359,398.75,757.625,6601.19,1.9804,5312.1728,alta
3023.22,1436.6341,314.42,55.7467,964.68,245.9934,209.06,397.214,17762.16,5.3286,2140.9168,media
6826.72,3244.0573,1790.93,317.5319,596.95,152.2223,271.39,515.641,35025.25,10.5076,4239.9601,media
3492.95,1659.8498,1607.41,284.9938,596.79,152.1814,337.02,640.338,34474.2,10.3423,2747.7053,media
5140.85,2442.9319,1939.73,343.9141,862.17,219.8534,353.07,670.833,12244.58,3.6734,3681.2058,media
2449.49,1163.9976,676.84,120.0037,1981.39,505.2545,248.82,472.758,17669.21,5.3008,2267.3146,media
1926.56,915.5013,288.08,51.0766,1743.14,444.5007,439.93,835.867,14566.3,4.3699,2251.3155,media
8920.82,4239.1737,1411.62,250.2802,1422.36,362.7018,206.47,392.293,30806.93,9.2421,5253.6908,alta
4528.58,2151.9812,921.27,163.3412,498.63,127.1506,353.08,670.852,17154.63,5.1464,3118.4714,media
8352.25,3968.9892,820.54,145.4817,1674.93,427.1072,401.02,761.938,43482.8,13.0448,5316.5609,alta
1184.98,563.1025,989.33,175.4082,1468.53,374.4751,240.02,456.038,15989.02,4.7967,1573.8205,media
2111.59,1003.4276,450.17,79.8151,511.47,130.4249,369.58,702.202,15843.76,4.7531,1920.6227,media
6077.06,2887.8189,567.67,100.6479,669.64,170.7582,25.31,48.089,47856.09,14.3568,3221.6708,media
8096.75,3847.5756,1533.62,271.9108,1380.25,351.9638,479.24,910.556,35136.83,10.541,5392.5472,alta
6027.9,2864.4581,940.27,166.7099,1221.62,311.5131,46.99,89.281,42925.39,12.8776,3444.8397,media
5390.91,2561.7604,358.72,63.6011,1832.66,467.3283,349.13,663.347,5573.39,1.672,3757.7088,media
357.92,170.0836,551.73,97.8217,1322.32,337.1916,323.22,614.118,33213.32,9.964,1229.1789,media
2067.13,982.3002,364.88,64.6932,1362.32,347.3916,149.31,283.689,9736.73,2.921,1680.995,media
2813.14,1336.8041,1657.19,293.8198,1821.16,464.3958,23.4,44.46,48575.05,14.5725,2154.0522,media
3062.6,1455.3475,1680.15,297.8906,1970.89,502.577,235.44,447.336,29523.14,8.8569,2712.008,media
6322.14,3004.2809,935.43,165.8517,784.4,200.022,39.52,75.088,41692.11,12.5076,3457.7502,media
5585.24,2654.106,244.47,43.3445,1934.54,493.3077,375.72,713.868,44643.36,13.393,3918.0192,media
2983.17,1417.6024,1324.09,234.7612,344.88,87.9444,457.68,869.592,26851.58,8.0555,2617.9555,media
9971.18,4738.3047,1626.84,288.4387,182.01,46.4125,443.01,841.719,12279.95,3.684,5918.5589,alta
4161.08,1977.3452,1020.73,180.9754,482.82,123.1191,264.29,502.151,41357.79,12.4073,2795.998,media
1453.78,690.8363,77.96,13.8223,1707.72,435.4686,285.07,541.633,18032.99,5.4099,1687.1701,media
760.39,361.3373,664.37,117.7928,780.12,198.9306,219.04,416.176,31279.73,9.3839,1103.6206,media
7706.75,3662.2476,1105.69,196.0388,1132.16,288.7008,18.13,34.447,40247.19,12.0742,4193.5084,media
5423.14,2577.0761,687.81,121.9487,997.34,254.3217,281.76,535.344,13411.09,4.0233,3492.7138,media
8831.83,4196.8856,655.04,116.1386,1128.56,287.7828,175.39,333.241,13409.58,4.0229,4938.0709,media
8622.68,4097.4975,671.81,119.1119,693.38,176.8119,56.1,106.59,47528.49,14.2585,4514.2698,media
3748.75,1781.406,1670.3,296.1442,1813.76,462.5088,435.33,827.127,4500.51,1.3502,3368.5362,media
6835.09,3248.0348,493.84,87.5578,451.09,115.0279,432.68,822.092,40875.76,12.2627,4284.9752,media
5103.34,2425.1072,232.11,41.1531,496.12,126.5106,466.77,886.863,24929.62,7.4789,3487.1128,media
8629.43,4100.7051,456.54,80.9445,1140.99,290.9524,184.72,350.968,26655.19,7.9966,4831.5666,media
9054.6,4302.7459,863.66,153.1269,1802.91,459.7421,337.1,640.49,16727.74,5.0183,5561.1232,alta
8900.68,4229.6031,193.25,34.2632,199.36,50.8368,278.02,528.238,36384.27,10.9153,4853.8564,media
244.54,116.2054,1401.32,248.454,1640.71,418.3811,449.11,853.309,46708.65,14.0126,1650.3621,media
6683.79,3176.137,1999.82,354.5681,668.29,170.4139,39.82,75.658,20640.73,6.1922,3782.9692,media
9465.77,4498.1339,1209.55,214.4532,1198.55,305.6302,437.96,832.124,43729.65,13.1189,5863.4602,alta
3194.59,1518.0692,1514.56,268.5315,606.86,154.7493,222.23,422.237,10336.14,3.1008,2366.6878,media
532.51,253.0488,1314.51,233.0626,1166.89,297.557,278.48,529.112,4209.83,1.2629,1314.0433,media
3614.49,1717.6056,1060.21,187.9752,1592.21,406.0136,122.97,233.643,31578.04,9.4734,2554.7108,media
2072.3,984.757,1557.84,276.205,1880.57,479.5453,329.21,625.499,27800.66,8.3402,2374.3465,media
4514.55,2145.3142,662.75,117.5056,1791.58,456.8529,378.52,719.188,45382.33,13.6147,3452.4754,media
7902.97,3755.4913,294.27,52.1741,518.56,132.2328,149.42,283.898,35002.94,10.5009,4234.2971,media
7704.93,3661.3827,470.72,83.4587,585.97,149.4224,93.81,178.239,14244.46,4.2733,4076.7761,media
691.53,328.6151,1876.43,332.691,457.56,116.6778,112.61,213.959,13040.38,3.9121,995.855,baja
8561.21,4068.287,1922.86,340.9231,1321.73,337.0412,55.77,105.963,44804.08,13.4412,4865.6555,media
1140.11,541.7803,931.96,165.2365,1266.21,322.8836,360.12,684.228,25968.92,7.7907,1721.9191,media
551.6,262.1203,1455.37,258.0371,499.4,127.347,381.45,724.755,19054.58,5.7164,1377.9758,media
210.9,100.2197,1627.83,288.6143,315.61,80.4806,244.57,464.683,38629.19,11.5888,945.5864,baja
6253.72,2971.7677,976.4,173.1157,596.49,152.105,356.24,676.856,17899.14,5.3697,3979.2141,media
7929.38,3768.0414,569.49,100.9706,1216.28,310.1514,224.52,426.588,48008.44,14.4025,4620.1539,media
972.11,461.9467,1100.07,195.0424,1212.17,309.1034,430.34,817.646,48091.02,14.4273,1798.1658,media
1757.1,834.9739,1221.3,216.5365,1704.9,434.7495,187.93,357.067,31667.91,9.5004,1852.8273,media
2807.8,1334.2666,1939.75,343.9177,26.35,6.7193,473.86,900.334,6697.9,2.0094,2587.247,media
2384.44,1133.0859,224.13,39.7382,1671.62,426.2631,360.19,684.361,39561.42,11.8684,2295.3166,media
2516.53,1195.8551,1819.48,322.5938,1233.96,314.6598,176.94,336.186,9090.41,2.7271,2172.0218,media
9719.27,4618.5971,1858.37,329.489,1254.03,319.7776,452.27,859.313,40869.81,12.2609,6139.4376,alta
1676.54,796.6918,804.32,142.6059,959.57,244.6904,182.52,346.788,27334.76,8.2004,1538.9765,media
6604.3,3138.3634,40.17,7.1221,1979.54,504.7827,270.5,513.95,24379.32,7.3138,4171.532,media
6616.24,3144.0372,1810.55,321.0105,1651.7,421.1835,124.36,236.284,49275.75,14.7827,4137.2979,media
8287.63,3938.2818,1384.21,245.4204,1706.91,435.2621,12.48,23.712,29654.34,8.8963,4651.5726,media
6070.44,2884.6731,647.16,114.7415,1548.64,394.9032,91.51,173.869,42969.57,12.8909,3581.0777,media
780.0,370.656,1119.68,198.5193,1234.03,314.6776,100.03,190.057,13942.79,4.1828,1078.0927,media
8542.29,4059.2962,209.11,37.0752,504.43,128.6296,187.48,356.212,5700.46,1.7101,4582.9231,media
3561.19,1692.2775,1656.34,293.6691,189.57,48.3404,381.45,724.755,19463.29,5.839,2764.881,media
3866.7,1837.4558,1248.44,221.3484,1451.85,370.2217,23.69,45.011,6900.54,2.0702,2476.1071,media
8674.53,4122.1367,923.15,163.6745,1113.25,283.8788,430.11,817.209,49741.82,14.9225,5401.8215,alta
3048.44,1448.6187,670.33,118.8495,1059.42,270.1521,17.04,32.376,14790.2,4.4371,1874.4334,media
9675.06,4597.5885,1075.03,190.6028,901.31,229.834,385.49,732.431,37991.83,11.3975,5761.8538,alta
8901.62,4230.0498,88.36,15.6662,750.55,191.3902,125.79,239.001,14846.77,4.454,4680.5612,media
9646.19,4583.8695,925.34,164.0628,1028.71,262.3211,238.12,452.428,38230.89,11.4693,5474.1507,alta
8167.93,3881.4003,1392.57,246.9027,977.1,249.1605,99.53,189.107,9629.76,2.8889,4569.4594,media
9370.92,4453.0612,1746.2,309.6013,1042.86,265.9293,187.76,356.744,14989.89,4.497,5389.8328,alta
5726.56,2721.2613,26.08,4.624,287.72,73.3686,142.39,270.541,18955.61,5.6867,3075.4816,media
8799.07,4181.3181,1487.45,263.7249,582.44,148.5222,243.64,462.916,39656.03,11.8968,5068.378,alta
2379.81,1130.8857,877.77,155.6286,626.7,159.8085,157.88,299.972,37702.11,11.3106,1757.6054,media
2874.21,1365.8246,1358.44,240.8514,789.01,201.1976,320.08,608.152,18293.46,5.488,2421.5136,media
686.16,326.0632,1649.13,292.3907,1172.65,299.0258,35.64,67.716,48395.14,14.5185,999.7142,baja
7233.25,3437.2404,1373.57,243.534,1006.44,256.6422,85.71,162.849,46978.08,14.0934,4114.359,media
7717.28,3667.2515,819.58,145.3115,1431.4,365.007,29.06,55.214,28257.25,8.4772,4241.2612,media
5443.56,2586.7797,609.63,108.0874,851.38,217.1019,405.69,770.811,39232.44,11.7697,3694.5497,media
5385.06,2558.9805,773.5,137.1416,748.0,190.74,239.42,454.898,33459.14,10.0377,3351.7978,media
4757.87,2260.9398,1485.25,263.3348,1729.1,440.9205,359.31,682.689,5614.77,1.6844,3649.5685,media
1842.18,875.4039,605.47,107.3498,1027.31,261.964,410.09,779.171,45188.39,13.5565,2037.4452,media
1270.82,603.8937,1040.18,184.4239,1184.23,301.9787,63.65,120.935,35190.64,10.5572,1221.7885,media
9332.04,4434.5854,985.77,174.777,546.92,139.4646,463.29,880.251,15823.2,4.747,5633.825,alta
8655.75,4113.2124,710.15,125.9096,1306.16,333.0708,354.11,672.809,39584.99,11.8755,5256.8773,alta
3438.33,1633.8944,1897.99,336.5136,523.31,133.444,94.52,179.588,37587.35,11.2762,2294.7162,media
4348.43,2066.3739,1149.1,203.7354,1529.31,389.974,295.18,560.842,30973.21,9.292,3230.2173,media
2912.66,1384.096,99.99,17.7282,411.78,105.0039,253.61,481.859,11309.05,3.3927,1992.0798,media
4752.45,2258.3642,661.67,117.3141,1960.81,500.0066,18.78,35.682,5110.8,1.5332,2912.9001,media
7822.11,3717.0667,1940.01,343.9638,489.99,124.9475,57.81,109.839,3645.81,1.0937,4296.9107,media
5001.74,2376.8268,1280.62,227.0539,444.33,113.3041,498.41,946.979,28938.55,8.6816,3672.8454,media
4666.89,2217.7061,802.63,142.3063,481.74,122.8437,59.67,113.373,38447.73,11.5343,2607.7634,media
4946.18,2350.4247,1827.37,323.9927,460.35,117.3893,27.03,51.357,26973.16,8.0919,2851.2556,media
3040.08,1444.646,1999.97,354.5947,673.98,171.8649,467.02,887.338,45128.15,13.5384,2871.982,media
7665.66,3642.7216,990.64,175.6405,937.67,239.1059,99.72,189.468,5289.68,1.5869,4248.5229,media
1393.7,662.2862,331.1,58.704,347.98,88.7349,450.53,856.007,11387.08,3.4161,1669.1482,media
4527.3,2151.373,587.19,104.1088,24.56,6.2628,58.77,111.663,43079.57,12.9239,2386.3315,media
8921.64,4239.5633,1592.37,282.3272,1114.44,284.1822,249.22,473.518,20966.2,6.2899,5285.8806,alta
2386.22,1133.9317,786.78,139.4961,280.55,71.5403,51.25,97.375,24672.41,7.4017,1449.7448,media
4129.36,1962.2719,100.42,17.8045,1593.22,406.2711,56.62,107.578,16547.55,4.9643,2498.8898,media
5181.86,2462.4199,1732.03,307.0889,1769.27,451.1639,452.71,860.149,33834.68,10.1504,4090.9721,media
3189.42,1515.6124,63.03,11.1752,176.92,45.1146,240.52,456.988,36327.0,10.8981,2039.7883,media
2191.82,1041.5529,110.74,19.6342,1915.67,488.4959,402.1,763.99,14134.48,4.2403,2317.9133,media
8454.17,4017.4216,1337.5,237.1388,1656.77,422.4764,401.12,762.128,18391.16,5.5173,5444.6821,alta
9129.85,4338.5047,1454.94,257.9609,1633.38,416.5119,472.05,896.895,49151.31,14.7454,5924.6179,alta
2424.96,1152.341,204.39,36.2383,61.78,15.7539,63.23,120.137,34575.27,10.3726,1334.8428,media
6711.07,3189.1005,631.26,111.9224,889.19,226.7435,264.62,502.778,4760.4,1.4281,4031.9725,media
4418.72,2099.7757,286.09,50.7238,394.42,100.5771,289.86,550.734,34630.78,10.3892,2812.1998,media
6083.71,2890.979,1658.81,294.107,380.78,97.0989,17.71,33.649,15349.57,4.6049,3320.4388,media
4787.88,2275.2006,1423.11,252.3174,1376.17,350.9234,469.02,891.138,31738.28,9.5215,3779.1009,media
6555.3,3115.0786,1448.83,256.8776,1128.71,287.8211,353.12,670.928,14781.82,4.4345,4335.1398,media
2250.15,1069.2713,1651.32,292.779,1717.33,437.9192,473.3,899.27,2804.5,0.8413,2700.0808,media
4025.03,1912.6943,231.6,41.0627,1419.38,361.9419,430.85,818.615,2585.86,0.7758,3135.0897,media
6200.58,2946.5156,1774.04,314.5373,755.11,192.5531,476.74,905.806,14336.11,4.3008,4363.7128,media
9024.67,4288.5232,928.92,164.6975,1896.48,483.6024,114.59,217.721,46895.07,14.0685,5168.6126,alta
8527.77,4052.3963,1551.23,275.0331,541.16,137.9958,151.11,287.109,44333.17,13.3,4765.8342,media
8256.01,3923.256,614.05,108.8711,644.71,164.4011,344.32,654.208,24570.13,7.371,4858.1072,media
5378.62,2555.9202,1432.99,254.0691,1986.99,506.6825,235.36,447.184,49694.43,14.9083,3778.7641,media
5101.27,2424.1235,681.76,120.876,1505.78,383.9739,27.65,52.535,30044.02,9.0132,2990.5216,media
